 grantor | grantee |   table_catalog   |    table_schema    |              table_name               | privilege_type | is_grantable | with_hierarchy 
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opfamily                           | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opfamily                           | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opclass                            | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opclass                            | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opclass                            | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opclass                            | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opclass                            | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opclass                            | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opclass                            | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_am                                 | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_am                                 | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_am                                 | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_am                                 | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_am                                 | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_am                                 | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_am                                 | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amop                               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amop                               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amop                               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amop                               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amop                               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amop                               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amop                               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amproc                             | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amproc                             | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amproc                             | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amproc                             | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amproc                             | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amproc                             | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_amproc                             | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_language                           | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_language                           | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_language                           | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_language                           | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_language                           | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_language                           | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_language                           | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject_metadata               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject_metadata               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject_metadata               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject_metadata               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject_metadata               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject_metadata               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject_metadata               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_aggregate                          | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_aggregate                          | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_aggregate                          | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_aggregate                          | DELETE         | YES          | NO
